date, pm25, pm10, o3, no2, so2, co
2015/6/18, , 26, 45, 32, , 
2015/6/19, , 30, 56, 23, , 
2015/6/20, , 27, 67, 21, , 
2015/6/21, , 27, 31, 24, , 
2015/6/22, , 25, 33, 28, , 
2015/6/23, , 32, 33, 17, , 
2015/6/24, , 52, 38, 28, , 
2015/6/25, , 23, 35, 3, , 
2015/6/26, , 28, 42, , , 
2015/6/27, , 29, 31, , , 
2015/6/28, , 24, 28, 36, , 
2015/6/29, , 27, 31, 39, , 
2015/6/30, , 31, 27, 29, , 
2015/1/1, , 25, 8, 38, 2, 
2015/1/2, , 30, 20, 17, 1, 
2015/1/3, , 16, 12, 32, 2, 
2015/1/4, , 30, 6, 34, 2, 
2015/1/5, , 29, 12, 22, 1, 
2015/1/6, , 17, 3, 37, 2, 
2015/1/7, , 34, 6, 22, 1, 
2015/1/8, , 18, 8, 18, , 
2015/1/9, , 15, 9, 26, 1, 
2015/1/10, , 23, 9, 25, 1, 
2015/1/11, , 25, 13, 26, 1, 
2015/1/12, , 25, 14, 33, 1, 
2015/1/13, , 30, 14, 31, 1, 
2015/1/14, , 29, 17, 29, 4, 
2015/1/15, , 23, , 36, 1, 
2015/1/17, , 13, 18, 18, 1, 
2015/1/18, , 14, 13, 31, 1, 
2015/1/19, , 14, 9, 20, , 
2015/1/20, , 12, , , , 
2015/1/22, , 18, 10, 26, , 
2015/1/23, , 17, 17, 19, , 
2015/1/24, , 16, 25, 21, , 
2015/1/25, , 19, 14, 26, , 
2015/1/26, , 19, 12, 29, , 
2015/1/27, , 22, 12, 27, , 
2015/1/28, , 24, 10, 22, , 
2015/1/29, , 20, 19, 13, , 
2015/1/30, , 21, 19, 14, , 
2015/1/31, , 12, 22, 9, , 
2015/2/1, , 10, 19, 22, , 
2015/2/2, , 13, 9, 27, , 
2015/2/3, , 18, 17, 22, , 
2015/2/4, , 13, 15, 23, , 
2015/2/5, , 17, 11, 17, , 
2015/2/6, , 20, , , , 
2015/2/11, , 50, 3, 46, , 
2015/2/12, , 46, 16, 31, , 
2015/2/13, , 37, 19, 23, , 
2015/2/14, , 32, 15, 21, , 
2015/2/15, , 15, 11, 36, , 
2015/2/16, , 20, 7, 38, , 
2015/2/17, , 30, 12, 27, , 
2015/2/18, , 29, 18, 30, , 
2015/2/19, , 30, 20, 26, , 
2015/2/20, , 33, 23, 22, , 
2015/2/21, , 26, 25, 18, , 
2015/2/22, , 14, 16, 26, , 
2015/2/23, , 19, 21, 16, , 
2015/2/24, , 21, 21, 26, , 
2015/2/25, , 18, 8, 33, , 
2015/2/26, , 26, 17, 27, , 
2015/2/27, , 25, 23, 18, , 
2015/2/28, , 20, 17, 29, , 
2015/3/1, , 22, 10, 27, , 
2015/3/2, , 20, 18, 25, , 
2015/3/3, , 21, 11, 31, , 
2015/3/4, , 21, 20, 33, , 
2015/3/5, , 14, 15, 33, , 
2015/3/6, , 28, 17, 30, , 
2015/3/7, , 35, 29, 25, , 
2015/3/8, , 44, 20, 36, , 
2015/3/9, , 29, 21, 41, , 
2015/3/10, , 35, 11, 49, , 
2015/3/11, , 43, 26, 39, , 
2015/3/12, , 50, 30, 25, , 
2015/3/13, , 34, 25, 21, , 
2015/3/14, , 21, 23, 19, , 
2015/3/15, , 10, 23, 25, , 
2015/3/16, , 13, 24, 23, , 
2015/3/17, , 17, 27, 21, , 
2015/3/18, , 22, 22, 27, , 
2015/3/19, , 23, 29, 22, , 
2015/3/20, , 29, , , , 
2015/3/22, , 20, 25, 14, , 
2015/3/23, , 18, 15, 32, , 
2015/3/24, , 22, 15, 23, , 
2015/3/25, , 16, 21, 23, , 
2015/3/26, , 15, 14, 32, , 
2015/3/27, , 20, 18, 22, , 
2015/3/28, , 24, , , , 
2015/3/30, , 22, 24, 24, , 
2015/3/31, , 23, 21, 21, , 
2014/10/1, , 32, 18, 32, 1, 
2014/10/2, , 32, 18, 36, 1, 
2014/10/3, , 32, 31, 21, , 
2014/10/4, , 23, 27, 16, 2, 
2014/10/5, , 17, 18, 28, 1, 
2014/10/6, , 26, 19, 30, 1, 
2014/10/7, , 33, 19, 35, 1, 
2014/10/8, , 37, 18, 32, 1, 
2014/10/9, , 36, 10, 30, 2, 
2014/10/10, , 37, 20, 18, , 
2014/10/11, , 18, 20, 18, 1, 
2014/10/12, , 21, 20, 20, 1, 
2014/10/13, , 20, 12, 34, 1, 
2014/10/14, , 31, 14, 22, 1, 
2014/10/15, , 22, 13, 24, 6, 
2014/10/16, , 24, 8, 33, 2, 
2014/10/17, , 36, 18, 28, , 
2014/10/18, , 34, 23, 23, , 
2014/10/19, , 38, 15, 30, 1, 
2014/10/20, , 60, 12, 37, , 
2014/10/21, , 62, 16, 23, , 
2014/10/22, , 33, 12, 32, 1, 
2014/10/23, , 37, 3, 49, 6, 
2014/10/24, , 54, 11, 40, 1, 
2014/10/25, , 53, 5, 23, , 
2014/10/26, , 26, , , , 
2014/10/28, , 26, 12, 36, 1, 
2014/10/29, , 45, 10, 35, 1, 
2014/10/30, , 43, 16, 29, 1, 
2014/10/31, , 37, 23, 13, , 
2014/11/1, , 19, , , , 
2014/11/3, , 19, 24, 18, , 
2014/11/4, , 16, 14, 22, 1, 
2014/11/5, , 18, 12, 20, 1, 
2014/11/6, , 15, 11, 22, 5, 
2014/11/7, , 18, 2, 26, , 
2014/11/8, , 20, , , , 
2014/11/10, , 18, 10, 35, 1, 
2014/11/11, , 24, 17, 22, 1, 
2014/11/12, , 17, 15, 25, 1, 
2014/11/13, , 19, , 44, 1, 
2014/11/14, , 48, 21, 17, , 
2014/11/15, , 11, 21, 13, , 
2014/11/16, , 9, 19, 25, , 
2014/11/17, , 16, 14, 25, 1, 
2014/11/18, , 19, 13, 33, 7, 
2014/11/19, , 23, 7, 39, 2, 
2014/11/20, , 32, 9, 36, , 
2014/11/21, , 31, 8, 28, , 
2014/11/22, , 41, 16, 23, , 
2014/11/23, , 43, 8, 31, 2, 
2014/11/24, , 46, 6, 30, , 
2014/11/25, , 51, 4, 30, , 
2014/11/26, , 52, 5, 37, , 
2014/11/27, , 29, 15, 31, , 
2014/11/28, , 42, 22, 19, , 
2014/11/29, , 54, 18, 16, , 
2014/11/30, , 77, 13, 24, 1, 
2014/12/1, , 22, 7, 20, , 
2014/12/2, , 21, 9, 20, 1, 
2014/12/3, , 16, 4, 21, 7, 
2014/12/4, , 15, 5, 17, 7, 
2014/12/5, , 13, 11, 17, , 
2014/12/6, , 12, 17, 12, , 
2014/12/7, , 9, 17, 19, , 
2014/12/8, , 12, 19, 23, 1, 
2014/12/9, , 21, 19, 20, 1, 
2014/12/10, , 15, 11, 29, 1, 
2014/12/11, , 21, 13, 28, 1, 
2014/12/12, , 18, 11, 31, 1, 
2014/12/13, , 30, 9, 33, 1, 
2014/12/14, , 42, 11, 31, , 
2014/12/15, , 15, 11, 21, 7, 
2014/12/16, , 15, 5, 28, 1, 
2014/12/17, , 21, 8, 24, 2, 
2014/12/18, , 18, 9, 15, , 
2014/12/19, , 14, 7, 15, , 
2014/12/20, , 14, 10, 13, 1, 
2014/12/21, , 11, , 23, 1, 
2014/12/22, , 25, 6, 30, 1, 
2014/12/23, , 25, 3, 34, 2, 
2014/12/24, , 29, 13, 21, 1, 
2014/12/25, , 16, 13, 14, , 
2014/12/26, , 11, 14, 16, , 
2014/12/27, , 19, 22, 18, , 
2014/12/28, , 13, , , , 
2014/9/25, , 41, 15, 31, 3, 
2014/9/26, , 43, 28, 27, 1, 
2014/9/27, , 32, 22, 23, 1, 
2014/9/28, , 19, 14, 30, 5, 
2014/9/29, , 30, 17, 28, , 
2014/9/30, , 25, 8, 31, 2, 
2021/10/3, , , 12, 10, 1, 
2021/7/13, , , 22, 12, , 
2021/8/8, , , 17, 24, , 
2021/8/9, , , 21, 26, , 
2021/10/2, , , 12, 10, 1, 
2021/4/13, , , 34, 14, 1, 
2021/1/13, , , 15, 14, , 
2020/11/15, , , 14, 19, 1, 
2020/11/16, , , 12, 23, 1, 
2020/9/12, , , 36, 20, , 
2020/3/31, , , 32, 5, , 
2019/12/31, , , 9, 17, , 
2019/11/20, , , 10, 28, 2, 
2019/7/8, , , 24, 29, 1, 
2019/4/1, , , 40, 25, 1, 
2019/4/2, , , 32, 24, 1, 
2019/4/3, , , 29, 20, 1, 
2019/4/4, , , 28, 20, 1, 
2019/4/5, , , 27, 27, 1, 
2019/4/6, , , 30, 12, , 
2019/4/7, , , 32, 14, , 
2019/4/8, , , 25, 24, 1, 
2019/4/9, , , 27, 25, 1, 
2019/4/10, , , 24, 23, 1, 
2019/4/11, , , 22, 26, 2, 
2019/4/12, , , 27, 27, 2, 
2019/4/13, , , 38, 21, 1, 
2019/4/14, , , 36, 21, 1, 
2019/4/15, , , 35, 20, 1, 
2019/4/16, , , 35, 20, 1, 
2019/4/17, , , 33, 20, 1, 
2019/4/18, , , 38, 15, 1, 
2019/4/19, , , 49, 9, , 
2019/4/20, , , 52, 11, 1, 
2019/4/21, , , 46, 9, , 
2019/4/22, , , 45, 11, , 
2019/4/23, , , 25, 23, 1, 
2019/4/24, , , 35, 16, 1, 
2019/4/25, , , 31, 19, , 
2019/4/26, , , 29, 16, , 
2019/4/27, , , 30, 23, 1, 
2019/4/28, , , 18, 20, 2, 
2019/4/29, , , 25, 22, 2, 
2019/4/30, , , 26, 18, , 
2019/5/1, , , 20, 12, , 
2019/5/2, , , 30, 28, 1, 
2019/5/3, , , 30, 29, , 
2019/5/4, , , 32, 14, , 
2019/5/23, , , 27, 28, 1, 
2019/5/31, , , 19, 31, 2, 
2018/12/31, , , 14, 26, 5, 
2019/1/13, , , 18, 21, 1, 
2019/2/1, , , 30, 13, , 
2019/2/2, , , 28, 13, , 
2019/2/3, , , 23, 24, 1, 
2019/2/4, , , 11, 28, , 
2019/2/5, , , 4, 35, 1, 
2019/2/6, , , 8, 29, 1, 
2019/2/7, , , 16, 26, 1, 
2019/2/8, , , 10, 24, 1, 
2019/2/9, , , 21, 20, , 
2019/2/10, , , 21, 23, , 
2019/2/11, , , 14, 27, , 
2019/2/12, , , 18, 24, 1, 
2019/2/13, , , 23, 25, , 
2019/2/14, , , 17, 38, 1, 
2019/2/15, , , 15, 38, 1, 
2019/2/16, , , 25, 30, 1, 
2019/2/17, , , 29, 25, , 
2019/2/18, , , 27, 25, , 
2019/2/19, , , 19, 28, 1, 
2019/2/20, , , 22, 27, 1, 
2019/2/21, , , 12, 36, 1, 
2019/2/22, , , 24, 31, 1, 
2019/2/23, , , 29, 20, , 
2019/2/24, , , 19, 34, 1, 
2019/2/25, , , 23, 40, 1, 
2019/2/26, , , 13, 36, 1, 
2019/2/27, , , 15, 43, 1, 
2019/2/28, , , , 35, 1, 
2019/3/1, , , , 17, , 
2019/3/3, , , 24, 23, 1, 
2019/3/4, , , 24, 17, 3, 
2019/3/5, , , 13, 25, 2, 
2019/3/6, , , 30, 14, , 
2019/3/7, , , 22, 24, 2, 
2019/3/8, , , 29, 23, 1, 
2019/3/9, , , 30, 22, 1, 
2019/3/10, , , 26, 16, 1, 
2019/3/11, , , 29, 17, 1, 
2019/3/12, , , 25, 22, , 
2019/3/13, , , 23, 19, , 
2019/3/14, , , 25, 24, 1, 
2019/3/15, , , 32, 21, 1, 
2019/3/16, , , 32, 22, 1, 
2019/3/17, , , 28, 21, 1, 
2019/3/18, , , 28, 21, 1, 
2019/3/19, , , 30, 23, , 
2019/3/20, , , 34, 25, , 
2019/3/21, , , 35, 32, , 
2019/3/22, , , 35, 39, 1, 
2019/3/23, , , 37, 33, 1, 
2019/3/24, , , 33, 38, 2, 
2019/3/25, , , 31, 20, , 
2019/3/26, , , 29, 26, 1, 
2019/3/27, , , 29, 31, 1, 
2019/3/28, , , 38, 22, , 
2019/3/29, , , 39, 17, , 
2019/3/30, , , 39, 14, , 
2018/7/1, , , 27, 17, 4, 
2018/8/6, , , 29, 34, 6, 
2018/8/18, , , 36, 15, 1, 
2018/8/19, , , 36, 19, 1, 
2018/9/9, , , 35, 18, , 
2018/4/14, , , 27, 21, , 
2018/4/15, , , 17, 40, 1, 
2017/12/31, , , 23, 8, , 
2018/1/28, , , 15, 26, , 
2017/11/8, , , 3, 39, , 
2017/11/22, , , 9, 34, , 
2017/12/26, , , 21, 16, , 
2017/9/9, , , 9, 27, , 
2017/3/26, , , 25, 35, , 
2016/10/9, , , 10, 26, , 
2016/11/27, , , 6, 36, , 
2016/12/4, , , 18, 28, , 
2016/7/30, , , 35, 15, , 
2016/9/19, , , 20, 25, , 
2016/5/3, , , 30, 24, , 
2016/5/4, , , 38, 23, , 
2016/1/7, , , 8, 25, , 
2016/3/13, , , 22, 30, , 
2015/11/29, , , 12, 33, , 
2015/12/17, , , 2, 34, , 
2016/1/2, , , 15, 11, , 
2015/4/6, , , 27, 17, , 
2014/12/31, , , 19, 23, 1, 
2015/1/16, , , 17, 19, 1, 
2015/1/21, , , 8, 26, , 
2015/2/10, , , 6, 48, , 
2015/3/21, , , 14, 28, , 
2015/3/29, , , 11, 29, , 
2014/10/27, , , 18, 26, , 
2014/11/2, , , 21, 26, , 
2014/11/9, , , 11, 24, 1, 
2014/9/24, , , 19, 25, 1, 
2021/10/1, , , , 18, , 
2021/10/8, , , , 21, , 
2021/10/9, , , , 18, , 
2021/10/10, , , , 14, , 
2021/10/11, , , , 20, , 
2021/10/12, , , , 23, , 
2021/10/13, , , , 23, , 
2021/10/14, , , , 21, , 
2021/10/15, , , , 27, 1, 
2021/10/16, , , , 17, 1, 
2021/10/17, , , , 17, 1, 
2021/10/18, , , , 29, , 
2021/10/19, , , , 21, , 
2021/10/20, , , , 15, , 
2021/10/21, , , , 21, , 
2021/10/22, , , , 26, , 
2021/10/23, , , , 19, 1, 
2021/10/24, , , , 22, , 
2021/10/25, , , , 23, , 
2021/10/26, , , , 25, , 
2021/10/27, , , , 24, , 
2021/10/28, , , , 24, , 
2021/10/29, , , , 28, , 
2021/9/28, , , , 22, , 
2021/9/29, , , , 18, , 
2021/9/30, , , , 21, 1, 
2019/3/2, , , , 21, 1, 
